题号,问题,选项A,选项B,选项C,正确答案
29,贝多芬给拉祖莫夫斯基一共写了多少弦乐四重奏？,3首,2首,5首,A
30,贝多芬在与《皇帝钢琴协奏曲》同一时期创作的作品是？,《拉祖莫夫斯基弦乐四重奏》,《第九交响曲》,《致远方的爱人》,A
31,贝多芬为哪位俄国驻维也纳大使写了三首弦乐四重奏？,拉祖莫夫斯基,罗曼诺夫,波特金,A
32,贝多芬为拉祖莫夫斯基缩写的三首弦乐四重奏使用了哪个民族的旋律？,俄罗斯的民族旋律,德国的民族旋律,奥地利的民族旋律,A
33,贝多芬的《升c小调弦乐四重奏》（Opus. 131）有几个乐章？,7个乐章,4个乐章,5个乐章,A
34,贝多芬一共有几部交响曲？,9部,5部,7部,A
35,贝多芬第3部交响曲的别称为？,《英雄交响曲》,《命运交响曲》,《田园交响曲》,A
36,贝多芬第5部交响曲的别称为？,《命运交响曲》,《英雄交响曲》,《田园交响曲》,A
37,贝多芬第6部交响曲的别称为？,《田园交响曲》,《英雄交响曲》,《命运交响曲》,A
38,贝多芬第9部交响曲的别称为？,《合唱交响曲》,《欢乐交响曲》,《命运交响曲》,A
39,贝多芬《英雄交响曲》是他第几部交响曲？,《第三交响曲》,《第五交响曲》,《第六交响曲》,A
40,贝多芬《命运交响曲》是他第几部交响曲？,《第五交响曲》,《第三交响曲》,《第九交响曲》,A
41,贝多芬《田园交响曲》是他第几部交响曲？,《第六交响曲》,《第三交响曲》,《第五交响曲》,A
42,贝多芬《合唱交响曲》是他第几部交响曲？,《第九交响曲》,《第六交响曲》,《第五交响曲》,A
43,贝多芬中期交响乐的代表作是？别称为？,《第三交响曲》（《英雄交响曲》）,《第五交响曲》（《命运交响曲》）,《第九交响曲》（《合唱交响曲》）,A
44,贝多芬的第几部交响曲的第三乐章用谐谑曲代替小步舞曲？,《第二交响曲》（早期作品）,《第五交响曲》（中期作品）,《第九交响曲》（晚期作品）,A
45,贝多芬哪一时期作品具有浪漫主义倾向？,晚期,早期,中期,A
46,贝多芬哪一时期的作品变得更加内向，更加强调自我表现？,晚期,早期,中期,A
47,贝多芬晚期的主要作品有？5点,①《第九交响曲》 ②《迪亚贝利变奏曲》 ③《D大调庄严弥撒曲》 ④晚期弦乐四重奏 ⑤最后五首钢琴奏鸣曲,①《第一交响曲》 ②《第二交响曲》 ③《海利根什塔特遗嘱》 ④早期钢琴奏鸣曲 ⑤《阿黛拉伊德》,①《第三交响曲》 ②《第五交响曲》 ③《第六交响曲》 ④《拉祖莫夫斯基弦乐四重奏》 ⑤中期钢琴奏鸣曲,A
48,贝多芬的第九交响曲《合唱交响曲》，采用了什么作为歌词？,席勒的《欢乐颂》,歌德的《浮士德》,拜伦的《恰尔德·哈罗尔德游记》,A
49,《欢乐颂》的词作者是？,席勒,歌德,海涅,A
50,贝多芬的《D大调庄严弥撒曲》是他哪一时期的作品？,晚期,早期,中期,A
51,贝多芬的《英雄交响曲》是什么调的？,降E调,c小调,F大调,A
52,贝多芬的声乐套曲是？,《致远方的爱人》,《美丽的磨坊女》,《冬之旅》,A
53,集古典之大成，开浪漫之先河说的是哪位作曲家？,贝多芬,莫扎特,舒伯特,A
54,音乐应当使人类的精神爆发出火花！出自哪位作曲家之口？,贝多芬,莫扎特,瓦格纳,A 
