题号,问题,选项A,选项B,选项C,正确答案
32,20世纪的捷克民族主义音乐的代表人物有？代表作是？,雅纳切克，歌剧《耶奴法》,巴托克，歌剧《蓝胡子公爵的城堡》,西贝柳斯，《芬兰颂》,A
33,歌剧《耶奴法》的作者是？,雅纳切克,巴托克,斯特拉文斯基,A
34,20世纪的芬兰民族主义音乐的代表人物有？代表作是？,西贝柳斯，《芬兰颂》以及他的7部交响曲,巴托克，《管弦乐协奏曲》,沃安·威廉斯，《绿袖子主题幻想曲》,A
35,《芬兰颂》的作者是？,西贝柳斯,科达伊,雅纳切克,A
36,20世纪的英国民族主义音乐的代表人物有？代表作是？,沃安·威廉斯，《绿袖子主题幻想曲》,科普兰，《林肯肖像》,格什温，《蓝色狂想曲》,A
37,20世纪的俄罗斯民族主义音乐的代表人物有？,斯克里亚宾、拉赫玛尼诺夫,巴托克、科达伊,西贝柳斯、沃安·威廉斯,A
38,20世纪的美国民族主义音乐的代表人物有？,科普兰、格什温,斯特拉文斯基、普罗科菲耶夫,巴托克、科达伊,A
39,20世纪美国民族主义作曲家科普兰的代表作有？,《小伙子比利》《阿拉帕契亚山的春天》《林肯肖像》,《蓝色狂想曲》《一个美国人在巴黎》,《西区故事》《行星组曲》,A
40,20世纪美国民族主义作曲家格什温的代表作有？,钢琴与乐队《蓝色狂想曲》《一个美国人在巴黎》歌剧《波吉与贝丝》,《小伙子比利》《阿拉帕契亚山的春天》《林肯肖像》,《西区故事》《大气层》《行星组曲》,A
41,《小伙子比利》的作者是？,科普兰,格什温,伯恩斯坦,A
42,《阿拉帕契亚山的春天》的作者是？,科普兰,格什温,伯恩斯坦,A
43,《林肯肖像》的作者是？,科普兰,格什温,伯恩斯坦,A
44,爵士乐《蓝色狂想曲》的作者是？,格什温,科普兰,伯恩斯坦,A
45,《一个美国人在巴黎》的作者是？,格什温,科普兰,伯恩斯坦,A
46,歌剧《波吉与贝丝》的作者是？,格什温,科普兰,伯恩斯坦,A
47,在20世纪中，布朗热的第一个美国学生是？,科普兰,格什温,伯恩斯坦,A
48,新古典主义时期主要代表人物是？,斯特拉文斯基、欣德米特,勋伯格、贝尔格、韦伯恩,巴托克、科达伊,A
49,斯特拉文斯基国籍是？,出生于俄罗斯后加入美国国籍,出生于法国后加入美国国籍,出生于德国后加入俄罗斯国籍,A
50,斯特拉文斯基早年跟随哪位作曲家学习作曲？,里姆斯基,拉赫玛尼诺夫,柴可夫斯基,A
51,斯特拉文斯基为巴黎佳吉列夫领导的俄罗斯芭蕾舞团所创作的三部重要舞剧是？,《火鸟》《彼得鲁什卡》《春之祭》,《罗密欧与朱丽叶》《胡桃夹子》《天鹅湖》,《阿波罗》《浦契涅拉》《仙女之吻》,A
52,斯特拉文斯基的著名舞剧中，曾引发争议骚乱，属于原始主义的巅峰之作的作品是哪一部？,《春之祭》,《火鸟》,《彼得鲁什卡》,A
53,斯特拉文斯基为佳吉列夫创作的三部重要舞剧中第一部是？,《火鸟》,《彼得鲁什卡》,《春之祭》,A
54,斯特拉文斯基第一部新古典主义风格作品是？,舞剧《浦契涅拉》,歌剧《浪子的历程》,《c大调交响曲》,A
55,20世纪谁提出了返回巴赫的口号？,斯特拉文斯基,勋伯格,巴托克,A
56,斯特拉文斯基的著名新古典主义风格作品有？,《诗篇交响曲》《c大调交响曲》歌剧《浪子的历程》,《火鸟》《彼得鲁什卡》《春之祭》,《浦契涅拉》《阿波罗》《仙女之吻》,A
57,斯特拉文斯基的最后一部新古典主义作品是？,歌剧《浪子的历程》,《c大调交响曲》,《诗篇交响曲》,A
58,1945年以后，出现的一个音乐流派是？,先锋派,简约派,新古典主义,A
59,先锋派中主要的作曲风格有？,整体序列音乐、偶然音乐、电子音乐,新古典主义、民族主义、原始主义,表现主义、印象派、浪漫主义,A
60,整体序列音乐是指？,整体序列音乐是指把十二音作曲法的技巧运用于音乐的各种因素而不仅仅是音高,整体序列音乐是指使用电子合成器创作的音乐,整体序列音乐是指运用民族音乐元素的现代作曲技法,A
61,对整体序列音乐起到关键作用的是谁？,梅西安,约翰·凯奇,施托克豪森,A
62,梅西安的一个中国学生是？,陈其钢,谭盾,周文中,A
63,音乐史上第一部整体序列音乐是？启发了谁？,梅西安的钢琴曲《时值与力度的模式》启发了他的学生布列兹,斯特拉文斯基的《春之祭》启发了巴托克,约翰·凯奇的《4分33秒》启发了施托克豪森,A
64,布列兹第一部整体序列音乐是？,《结构》,《时值与力度的模式》,《广岛受难者的哀歌》,A
65,梅西安的哪部著名作品记录了大量的鸟鸣？,《百鸟苏醒》,《时间终结四重奏》,《时值与力度的模式》,A
66,梅西安在德国纳粹集中营创作的作品是？,《时间终结四重奏》,《百鸟苏醒》,《为世界末日而作的弥撒》,A
67,最早尝试整体序列音乐的人是？,美国作曲家-巴比特,法国作曲家-梅西安,德国作曲家-施托克豪森,A
68,偶然音乐的代表人物是？,美国作曲家-约翰·凯奇,法国作曲家-布列兹,德国作曲家-施托克豪森,A
69,约翰·凯奇根据中国《易经》创作的作品是？,《变化的音乐》,《4分33秒》,《准备钢琴奏鸣曲》,A
70,约翰·凯奇的一个中国学生是？,谭盾,陈其钢,周文中,A
71,约翰·凯奇的哪部无声作品被誉为最极端的偶然音乐？,《4分33秒》,《变化的音乐》,《准备钢琴奏鸣曲》,A
72,电子音乐产生于哪个年代？,20世纪50-60年代,20世纪20-30年代,20世纪70-80年代,A
73,电子音乐的德国主要代表人物是？代表作是？,施托克豪森《青年之歌》,约翰·凯奇《4分33秒》,梅西安《百鸟苏醒》,A
74,《青年之歌》的作者是？,施托克豪森,约翰·凯奇,梅西安,A
75,《青年之歌》用了什么手法？,既用了具体音乐也用了电子音响,只用了纯电子合成声音,只用了传统乐器录音,A
76,60年代什么的发明简化了电子音乐的创作过程？,电子合成器,MIDI系统,个人电脑,A
77,80年代什么的结合更加方便了电子音乐的创作？并出现了什么允许作曲家转化数字编码的音乐进入一种乐器？,电子键盘与计算机的结合，MIDI,电子合成器与录音机的结合，采样器,麦克风与扩音器的结合，均衡器,A
78,波兰作曲家彭德雷茨基的哪一部作品使用弦乐制造巨大的音块？,《广岛受难者的哀歌》,《大气层》,《变化的音乐》,A
79,《远古童声》的作者是？,美国-克拉姆,德国-施托克豪森,法国-梅西安,A
80,苏联作曲家肖斯塔科维奇的第七交响曲又被誉为？,列宁格勒交响曲,莫斯科交响曲,斯大林格勒交响曲,A
81,简约派源于哪个国家？代表人物是？代表作是？,美国纽约作曲家，斯蒂夫·赖克《小提琴的相位》,法国巴黎作曲家，梅西安《时值与力度的模式》,德国科隆作曲家，施托克豪森《青年之歌》,A
82,20世纪简约主义开始于什么时期？,20世纪60年代,20世纪40年代,20世纪80年代,A
83,20世纪的简约派作曲家的作品是从哪种音乐中汲取创作灵感的？,加美兰音乐,非洲鼓乐,印度拉格音乐,A
84,披头士乐队是哪国的？是什么风格？,英国，摇滚,美国，爵士,法国，印象派,A
85,伯恩斯坦代表作是？,《西区故事》,《小伙子比利》,《蓝色狂想曲》,A
86,《西区故事》的作者是？,伯恩斯坦,格什温,科普兰,A
87,米约是什么音乐流派的代表人物？,法国六人团,新维也纳乐派,表现主义,A
88,普朗克是什么音乐流派的代表人物？,法国六人团,新维也纳乐派,简约派,A
89,第一位运用序列技术创作音乐的作曲家是？,巴比特,勋伯格,布列兹,A
90,利盖蒂的代表作是？,《大气层》,《广岛受难者的哀歌》,《远古童声》,A
91,《大气层》的作者是？,利盖蒂,彭德雷茨基,克拉姆,A
92,英国作曲家霍尔斯特的代表作是？,《行星组曲》,《绿袖子主题幻想曲》,《西区故事》,A
93,《行星组曲》的作者是？,霍尔斯特,沃安·威廉斯,伯恩斯坦,A 
