题号,问题,选项A,选项B,选项C,正确答案
52,浪漫主义时期真实主义歌剧的代表作品有？,马斯卡尼《乡村骑士》、莱昂卡瓦罗《丑角》,普契尼《图兰朵》、比才《卡门》,威尔第《阿伊达》、古诺《浮士德》,A
53,意大利美声学派最后一位大师是？,普契尼,威尔第,罗西尼,A
54,十九世纪意大利最后一位歌剧代表人物是？,普契尼,威尔第,贝里尼,A
55,普契尼第一部成功作品是？,《玛侬·列斯科》,《图兰朵》,《蝴蝶夫人》,A
56,普契尼最后一部作品是？,《图兰朵》,《托斯卡》,《波西米亚人》,A
57,《艺术家的生涯》的作者是？,普契尼,威尔第,比才,A
58,女主角巧巧桑出自普契尼的哪一部歌剧？,《蝴蝶夫人》,《托斯卡》,《图兰朵》,A
59,普契尼的歌剧中，用民歌《鲜花调·茉莉花》作为主题，描写中国元代的一部歌剧是？,《图兰朵》,《蝴蝶夫人》,《西部女郎》,A
60,在普契尼的歌剧中，哪部以美国故事为背景？,《西部女郎》,《蝴蝶夫人》,《波西米亚人》,A
61,普契尼的歌剧创作特点有？,善于写女性角色、咏叙调、借鉴20世纪初最新作曲手法,重视管弦乐配器、复调写作、大量使用民歌素材,强调戏剧冲突、注重合唱、大量使用神话题材,A
62,歌剧《霍夫曼的故事》的作者是？,奥芬巴赫,比才,古诺,A
63,歌剧《参孙与达丽拉》的作者是？,圣桑,比才,柏辽兹,A
64,圣桑是哪国作曲家？,法国,意大利,德国,A
65,法国作曲家圣桑的歌剧代表作是？,《参孙与达丽拉》,《卡门》,《浮士德》,A
66,19世纪以来以来最重要的歌剧院是？,米兰斯卡拉歌剧院,巴黎歌剧院,维也纳国家歌剧院,A 
