题号,问题,选项A,选项B,选项C,正确答案
50,瓦格纳的音乐戏剧《尼伯龙根的指环》是由几部歌剧组成的？,四,三,五,A
51,瓦格纳音乐戏剧中最重要的创作手法是什么？,主导动机,无限旋律,和声色彩,A
52,下列哪部作品属于19世纪末真实主义歌剧？,《丑角》,《茶花女》,《卡门》,A
53,19世纪浪漫主义时期捷克民族乐派的奠基人是谁？,斯美塔那,德沃夏克,雅纳切克,A
54,德沃夏克的《自新世界交响曲》是他的第几号交响曲？,九,五,七,A
55,格林卡创作的《卡马林斯卡娅》是什么类型的作品？,管弦乐曲,歌剧,交响曲,A
56,俄罗斯强力集团中唯一的专业作曲家是谁？,巴拉基列夫,柴可夫斯基,格林卡,A
57,林姆斯基-科萨科夫根据阿拉伯神话《一千零一夜》创作的作品是什么？,《舍赫拉查达》,《天方夜谭》,《佩特鲁什卡》,A
58,柴可夫斯基创作的著名歌剧作品是哪一部？,《黑桃皇后》,《天鹅湖》,《胡桃夹子》,A
59,马勒的《大地之歌》是根据什么文学作品创作的？,中国唐诗,德国民谣,法国诗歌,A
60,理查德·施特劳斯受尼采哲学影响创作的交响诗是哪一部？,《查拉图斯特拉如是说》,《英雄的生涯》,《蒂尔的恶作剧》,A
61,德彪西一生中唯一创作的歌剧作品是哪一部？,《佩利亚斯与梅里桑德》,《堕落天使》,《唐璜》,A
62,拉威尔创作的代表印象主义风格的作品是哪一部？,《达芙妮和克罗埃》,《波莱罗》,《西班牙狂想曲》,A
63,20世纪表现主义音乐的核心人物是谁？,勋伯格,斯特拉文斯基,巴托克,A
64,勋伯格的《月迷彼埃洛》中使用的人声技巧，近似于记谱音高的是什么？,念唱,咏叹,朗诵,A
65,20世纪第一部表现主义大型无调性歌剧是哪一部？,《沃采克》,《露露》,《莫西与阿伦》,A
66,斯特拉文斯基创作的第一部新古典主义风格作品是哪一部？,《蒲切涅拉》,《春之祭》,《火鸟》,A
67,20世纪整体序列音乐的代表人物是谁？,梅西安,凯奇,布列兹,A
68,约翰·凯奇根据中国《易经》创作的偶然音乐作品是哪一部？,《变化的音乐》,《4分33秒》,《准备钢琴奏鸣曲》,A
69,施托克豪森的《青年之歌》中使用了什么音乐技法？,具体音乐,序列音乐,偶然音乐,A
70,20世纪简约派音乐的代表人物有谁？,格拉斯,梅西安,凯奇,A 
