题号,问题,选项A,选项B,选项C,正确答案
32,A·斯卡拉蒂的创作风格是？,优美的声乐旋律、宣叙调中多用干唱宣叙调和助奏宣叙调、咏叹调中返始咏叹调占主导地位,复杂的对位、严格的赋格、庄严的合唱,华丽的装饰音、自由的即兴、复杂的和声,A
33,A·斯卡拉蒂的儿子是？,D·斯卡拉蒂,C·蒙特威尔第,P·利路契尼,A
34,D·斯卡拉蒂在负责葡萄牙国王女儿和弟弟的音乐教育期间创作了什么作品？,555首键盘奏鸣曲,100部歌剧,30首清唱剧,A
35,D·斯卡拉蒂一共创作了多少首键盘奏鸣曲？,555首,300首,1000首,A
36,D·斯卡拉蒂创作的555首键盘奏鸣曲的曲式特点是？主要是为什么而作的？,单乐章，带再现的二部曲式，为羽管键琴而作,多乐章，协奏曲式，为管风琴而作,三个乐章，奏鸣曲式，为大键琴而作,A
37,为声乐技巧的展示提供条件的带再现的三部曲式咏叹调是？,返始咏叹调,通达咏叹调,二段咏叹调,A
38,在欧洲歌剧史上，具有浓厚的贵族气息的歌剧风格是哪国的歌剧？,法国歌剧,意大利歌剧,德国歌剧,A
39,被称为带音乐的悲剧、抒情悲剧的歌剧是？,法国歌剧,意大利歌剧,德国歌剧,A
40,巴洛克时期法国歌剧代表性作曲家是？,吕利,蒙特威尔第,亨德尔,A
41,巴洛克时期法国歌剧作曲家吕利是哪儿的人？,生于意大利，长期服务于法国宫廷,生于法国，在德国宫廷服务,生于德国，在意大利教堂工作,A
42,吕利的歌剧创作有何特点？,采用神话题材、插入芭蕾舞和合唱段落、咏叹调比较短小、法国序曲慢快慢的结构,运用复杂的对位技术、强调器乐表现、重视歌词的完整表达,大量使用阉人歌手、追求华丽的装饰音、着重表现戏剧冲突,A
43,巴洛克时期英国歌剧代表作曲家是？,普赛尔,亨德尔,盖伊,A
44,巴洛克时期，亨利·普赛尔是哪个国家著名作曲家？,英国,法国,德国,A
45,被誉为巴洛克时期英国最伟大的作曲家是？,普赛尔,亨德尔,埃尔加,A
46,普赛尔代表性的歌剧作品是？,《迪多与埃尼阿斯》,《乞丐歌剧》,《阿西斯与加拉蒂亚》,A
47,《迪多与埃尼阿斯》中动人的咏叹调是？,迪多的悲歌《当我长眠地下》,《永远如此自由》,《请听我诉说》,A
48,巴洛克时期的德语歌剧的别称是？,歌唱剧,正歌剧,浪漫歌剧,A
49,巴洛克时期德国歌剧发展中心在哪儿？,汉堡,柏林,维也纳,A
50,第一部德国歌剧是谁创作的什么作品？,许茨《达芙妮》（失传了）,巴赫《咖啡康塔塔》,亨德尔《林那尔多》,A
51,在巴洛克时期，除了歌剧还有什么较为流行的声乐形式？,清唱剧和康塔塔,弥撒和安魂曲,圣歌和赞美诗,A
52,清唱剧的名称源于何地？,祈祷室,歌剧院,教堂,A
53,巴洛克时期的清唱剧有何特点？,宗教题材、类似歌剧、在教堂演唱、一位叙述者、合唱占主导地位,世俗题材、大量舞蹈、在宫廷上演、没有布景和服装、独唱为主,以民间传说为基础、融合各种音乐体裁、在剧院上演、讽刺现实,A
54,巴洛克时期，在意大利诞生的独唱康塔塔是？,室内康塔塔,教会康塔塔,宫廷康塔塔,A
55,巴洛克时期，在德国出现的一种宗教性康塔塔是？其中包括什么？,路德教会康塔塔，包括宣叙调、咏叹调、重唱、合唱,天主教堂康塔塔，包括弥撒和安魂曲,宫廷康塔塔，包括歌舞和器乐,A
56,巴洛克的新教康塔塔代表人物是？,J·S·巴赫,亨德尔,泰勒曼,A
57,英国民谣歌剧《乞丐歌剧》作曲家和脚本作家分别是？,作曲家：佩普什，脚本作家：盖伊,作曲家：普赛尔，脚本作家：德莱顿,作曲家：亨德尔，脚本作家：莎士比亚,A
58,巴洛克歌剧的特点是？,突出独唱、宣叙调和咏叹调分开、采用不同类型的咏叹调、放弃歌词为主的理想、阉人歌手,强调合唱、统一的音乐风格、注重管弦乐队伴奏、追求戏剧性表现,简洁的旋律、朴素的配器、完整的故事情节、重视民族特色,A
