题号,问题,选项A,选项B,选项C,正确答案
39,在文艺复兴时期，牧歌作曲家蒙特威尔第的代表作是？,《残酷的牧羊女》,《洁白而温顺的天鹅》,《武装的人》,A
40,文艺复兴时期，牧歌作曲家蒙特威尔第一共有几卷牧歌？,八卷,五卷,十二卷,A
41,文艺复兴时期，哪位作曲家的作曲技法预示着巴洛克音乐风格的诞生？他的风格被称为？,蒙特威尔第，激动风格,巴赫，赋格风格,帕勒斯特里纳，圣乐风格,A
42,文艺复兴时期，用法文歌词所写的世俗歌曲是？,尚松,牧歌,利德,A
43,文艺复兴时期，法国的世俗歌曲尚松的代表性作曲家是？代表作是？,雅内堪《甜蜜的吻》、《战争》,杜费《永远的爱》、《哀悼》,本舒瓦《春天来了》、《离别》,A
44,文艺复兴时期法国世俗歌曲《甜蜜的吻》、《战争》的作者是？,雅内堪,杜费,本舒瓦,A
45,文艺复兴时期，法国尚松歌曲《鸟的歌唱》、《巴黎街头叫卖》属于哪种尚松类型？,描绘性尚松,抒情性尚松,叙事性尚松,A
46,英国在文艺复兴末期出现了一种世俗体裁是？代表作曲家是？,琉特琴歌，道兰德,牧歌，蒙特威尔第,尚松，雅内堪,A
47,文艺复兴时期最流行的乐器是？,琉特琴,竖琴,管风琴,A
48,文艺复兴时期，琉特琴和键盘乐器经常使用何种记谱法？,指位记谱法,五线谱记谱法,数字记谱法,A
49,德国在文艺复兴时期的主要世俗歌曲形式是？,利德,牧歌,尚松,A
50,文艺复兴时期，利德是哪国的音乐体裁？,德国,意大利,法国,A
51,文艺复兴时期，谁对新教仪式的音乐做出了大胆的改革，确立了音乐在这种仪式中的中心地位？,马丁·路德,约翰·加尔文,亨利八世,A
52,文艺复兴时期，众赞歌这种音乐体裁是谁发明的？,马丁·路德,帕勒斯特里纳,奥克冈,A
53,文艺复兴时期，马丁·路德创作的一种新型公众演唱的歌曲是？,众赞歌,牧歌,尚松,A
54,文艺复兴时期，路德教会的赞美诗——众赞歌的歌词通常是怎样的？,德文歌词,拉丁文歌词,法文歌词,A
55,文艺复兴时期的众赞歌旋律来源于哪儿？,新作、格里高利圣咏改编、流行世俗旋律改编,纯粹新创作、古希腊音乐、东方旋律改编,民间舞曲、儿童歌谣、圣咏变奏,A
56,文艺复兴时期，马丁·路德在创作众赞歌时音乐助手是？,约翰·瓦尔特,若斯堪,帕勒斯特里纳,A
57,哪首著名的众赞歌被誉为16世纪的马赛曲，词曲作者是？,《上帝是我们的坚固堡垒》马丁·路德 词 瓦尔特 曲,《来吧圣灵》帕勒斯特里纳 词曲,《主啊我相信》若斯堪 词曲,A
58,两百年后，哪位作曲家改编了众赞歌《上帝是我们坚固的堡垒》，并将其主旋律移到了高音部？,巴赫,亨德尔,海顿,A
59,哪种文艺复兴时期的歌曲类型为巴赫的创作奠定了深厚的基础？,众赞歌,牧歌,尚松,A
60,文艺复兴时期，帕勒斯特里纳通过创作哪部作品在天主教会中挽救了复调？,《马采鲁斯教皇弥撒》,《圣母颂》,《玫瑰在今日开放》,A
61,文艺复兴对应宗教改革时期最重要的作曲家是？,帕勒斯特里纳,路德,若斯堪,A
62,文艺复兴盛期复调艺术的典范、对位法教学的基础是指哪位作曲家的作品？,帕勒斯特里纳,若斯堪,奥克冈,A
63,文艺复兴时期的帕勒斯特里纳音乐风格是怎样的？,拱形旋律级进为主、避免半音小心处理不协和音、规律的和声节奏,大跳进行、大量使用半音和不协和音、自由的节奏,复杂的对位法、打破节拍感、强调不和谐音响,A
64,和帕勒斯特里纳同时代的另外一位重要作曲家是，代表作是？,拉索（拉絮斯）《女巫的预言》,蒙特威尔第《残酷的牧羊女》,G·加布里埃利《双合唱经文歌》,A
65,晚期文艺复兴时期拉索的《女巫的预言》使用了哪种风格的作曲手法？,半音化风格,主调复调,全音音阶,A
66,晚期文艺复兴时期周游列国、最国际化的作曲家拉索原名是？,拉絮斯,奥兰多,加布里埃利,A
67,文艺复兴时期，威尼斯乐派的代表人物有？,维拉尔特、A·加布里埃利、G·加布里埃利,奥克冈、若斯堪、杜费,帕勒斯特里纳、拉索、蒙特威尔第,A
68,文艺复兴晚期，意大利的何地是音乐文化的中心？,威尼斯·圣马克大教堂,罗马·西斯廷教堂,佛罗伦萨·圆顶大教堂,A
69,文艺复兴时期，威尼斯大规模的典礼音乐代表人物及作品是？,G·加布里埃利的双合唱经文歌,帕勒斯特里纳的《马采鲁斯教皇弥撒》,杜费的《玫瑰在今日开放》,A
70,文艺复兴时期，威尼斯乐派作曲家特别喜欢创作器乐合奏曲，以哪位作曲家的什么体裁为代表？,G·加布里埃利，体裁：坎佐纳,帕勒斯特里纳，体裁：弥撒,蒙特威尔第，体裁：牧歌,A
71,文艺复兴时期，G·加布里埃利创作的何种音乐体裁预示了巴洛克协奏曲的诞生？,坎佐纳,牧歌,弥撒,A 
