题号,问题,选项A,选项B,选项C,正确答案
24,汉代多种民间艺术的汇合指的是？,百戏,大曲,散乐,A
25,汉代百戏包括？,杂戏、魔术,琴歌、笛曲,角觝、相扑,A
26,汉代多种民间艺术汇合，包括角觝、杂戏、魔术歌舞等是指？,百戏,散乐,杂剧,A
27,魏晋南北朝时期汉魏相和诸曲与南方民间音乐的总称是？,清商乐,鼓吹乐,燕乐,A
28,吴歌是流传于哪个地区的民歌？,建康一带的民歌,陇西地区的民歌,关中地区的民歌,A
29,《子夜歌》、《上声歌》属于哪一种汉代歌曲？,吴歌,西曲,相和歌,A
30,西曲指的是流传于哪个地区的民歌？,江陵一带,洛阳地区,长安地区,A
31,吴歌和西曲是我国哪个时期的民歌？,南北朝,西汉,三国,A
32,《声无哀乐论》是谁的著作？,嵇康,阮籍,王弼,A
33,声无哀乐是谁的思想？,嵇康,荀子,司马迁,A
34,心之于声，明为二物是谁的言论？,嵇康,孔子,墨子,A
35,《声无哀乐论》采用何种方式阐明其观点？,秦客和东野主人的八次辩论,问答式论述,独白式阐述,A
36,嵇康被誉为？,竹林七贤,建安七子,魏晋八达,A
37,大胆否定了音乐教化、道德作用，而肯定音乐娱乐和美感作用的是魏晋时期的哪位人物？,嵇康,阮籍,王献之,A
38,我国魏晋时期代表性的音乐美学论著是？,嵇康《声无哀乐论》,阮籍《乐论》,荀子《乐论》,A
39,声音自当以善恶为主，则无关于哀乐；哀乐自当以感情而后发，则无系于声音选自于谁的哪部著作？,嵇康《声无哀乐论》,阮籍《乐论》,王弼《乐记注》,A
40,嵇康《声无哀乐论》更接近哪一家的观点？,道家,儒家,墨家,A
41,嵇康所创作的《长清》《短清》《长侧》《短侧》四首琴曲被誉为？,嵇氏四弄,阮氏四声,王氏四调,A
42,嵇康所创作的《长清》《短清》《长侧》《短侧》四首琴曲被誉为嵇氏四弄与东汉的蔡氏五弄合称为？,九弄,七调,五音,A
43,嵇康所创作的四部琴曲被称为嵇氏四弄的是？,《长清》《短清》《长侧》《短侧》,《广陵散》《幽兰》《梅花三弄》《高山》,《阳春》《白雪》《流水》《长歌》,A
44,嵇康所做的琴曲被称为？,嵇氏四弄,嵇氏琴操,嵇氏新声,A
45,六十律是谁发明的？,西汉·京房,东汉·蔡邕,魏·何承天,A
46,中国古代定律器准是谁发明的？,西汉·京房,西周·伶伦,东汉·蔡邕,A
47,南朝钱乐之在京房六十律上继续生至多少律？,三百六十律,一百二十律,八十四律,A
48,谁在京房六十律的基础上升至三百六十律？,南朝·钱乐之,西晋·荀勖,魏·何承天,A
49,南朝何承天发明了何种乐律？,新律,正律,律吕,A
50,笛律是我国哪位律学家发明的？,西晋·荀勖（xù）,魏·阮籍,南朝·何承天,A
51,解决了黄钟不能还原的千古难题的是谁？,明代·朱载堉,宋代·蔡元定,唐代·李景伯,A
52,管口校正术是谁发明的？,西晋·荀勖（xù）,东汉·蔡邕,南朝·何承天,A
53,荀勖运用管口校正术制作出了？,十二笛（每笛吹一律）,六十律管,三百六十律管,A
54,朱载堉的《新法密率》刊登于哪儿？,《律学新说》,《律吕正义》,《乐律全书》,A
55,朱载堉在哪本书中提出的十二平均律的计算过程？,《律学新说》中的《新法密率》,《律吕精义》中的《律法新篇》,《乐律全书》中的《等律新法》,A
56,《律学新说》《律吕精义》等书是谁写的？阐述了什么,朱载堉，阐述了十二平均律理论的计算过程,蔡元定，阐述了三分损益法,何承天，阐述了新律理论,A
57,异径管律是谁提出的？,朱载堉,荀勖,何承天,A
58,我国歌舞戏最早起源于？兴起于？,起源于：汉代的倡优，兴起于：南北朝后期,起源于：周代乐舞，兴起于：隋唐时期,起源于：先秦百戏，兴起于：魏晋时期,A
59,讲述兰陵王英勇善战的歌舞戏是？,《大面》又称《代面》,《踏摇娘》,《钵头》,A
60,我国戏曲脸谱的雏形来源于哪部歌舞戏？,《大面》又称《代面》,《踏摇娘》,《钵头》,A
61,我国讲述民间一妇女遭受丈夫凌辱的故事的歌舞戏是？,《踏摇娘》又称《苏中郎》,《大面》,《钵头》,A
62,我国表现西域一位胡人为父寻仇故事的歌舞戏是？,《钵头》又称《拨头》,《大面》,《踏摇娘》,A
63,唐代出现的一种以诙谐笑谑为主的歌舞戏叫做？,参军戏,傀儡戏,散乐,A
64,唐代出现了一种歌舞叫参军戏以诙谐笑谑为主，其中戏弄与被戏弄的角色分别是？,戏弄的角色叫苍鹘，被戏弄的角色叫参军,戏弄的角色叫黄衫，被戏弄的角色叫老翁,戏弄的角色叫花旦，被戏弄的角色叫丑角,A
65,汉族周边的少数民族的音乐被称为？,四夷之乐,胡乐,边疆音乐,A 
